No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2989,2013,7,3,12,14,40,7,27,300,119,35.3,989.6,18.8,0,W,1,Aotizhongxin
3001,2013,7,4,0,25,54,8,102,700,2,24,989.2,20.9,0,N,0,Aotizhongxin
3013,2013,7,4,12,23,37,18,43,400,105,35.7,988,17.4,0,ESE,1,Aotizhongxin
3025,2013,7,5,0,22,56,3,84,400,10,22,991.7,20.1,0,ENE,0,Aotizhongxin
3037,2013,7,5,12,14,5,4,23,200,115,34.3,992.6,17.9,0,ENE,2,Aotizhongxin
3049,2013,7,6,0,29,116,9,55,600,101,27.3,995.4,20.1,0,WSW,1.1,Aotizhongxin
3061,2013,7,6,12,41,35,14,39,500,203,33.8,994.9,17.9,0,SW,3.5,Aotizhongxin
3073,2013,7,7,0,20,67,3,24,400,124,22,996.3,21.3,1.7,WSW,0.4,Aotizhongxin
3085,2013,7,7,12,74,74,6,51,700,159,30.6,994.9,22.5,0,SW,1.3,Aotizhongxin
3097,2013,7,8,0,213,162,13,29,1200,154,24.8,995.2,23.8,4.4,NNE,0.8,Aotizhongxin
3109,2013,7,8,12,83,103,6,65,900,58,26.4,997.6,23.9,0,ENE,1.2,Aotizhongxin
3121,2013,7,9,0,166,128,9,84,1300,9,24.8,997.5,24.5,0,NNE,1.1,Aotizhongxin
3133,2013,7,9,12,52,25,6,46,700,50,25,998.2,24.3,2.1,NE,0.7,Aotizhongxin
3145,2013,7,10,0,54,57,3,69,600,2,22.4,998.3,22.2,0,N,0,Aotizhongxin
3157,2013,7,10,12,26,47,5,41,700,29,24.6,1000.1,22.1,0,NE,1.1,Aotizhongxin
3169,2013,7,11,0,28,30,3,66,500,2,21.8,1000.1,21.3,0,ESE,0,Aotizhongxin
3181,2013,7,11,12,38,59,4,58,700,19,26.8,1001.1,22.2,0,W,0.8,Aotizhongxin
3193,2013,7,12,0,55,73,3.4272,53.1727,NA,28.0602,22.2,1000.4,21,0,WSW,0.6,Aotizhongxin
3205,2013,7,12,12,51,57,7,45,600,169,31.7,999.5,21.5,0,NW,0.6,Aotizhongxin
3217,2013,7,13,0,126,106,12,41,800,75,25.4,1001.1,23.3,0,SSW,0.8,Aotizhongxin
3229,2013,7,13,12,160,131,13,51,1100,139,29.8,1001.8,24.4,0,ENE,0.9,Aotizhongxin
3241,2013,7,14,0,167,151,14,42,1500,144,26.2,1002.2,23.3,0,SW,1.5,Aotizhongxin
3253,2013,7,14,12,74,26,21,36,700,117,30.2,1002.2,20.2,0,N,1.1,Aotizhongxin
3265,2013,7,15,0,65,48,3,52,700,37,22.7,999.4,22.4,3,NNW,0.5,Aotizhongxin
3277,2013,7,15,12,20,15,4,40,1200,2,24.9,992.8,24.6,0.8,SSW,1,Aotizhongxin
3289,2013,7,16,0,53,38,4,62,1100,2,23.3,990.4,23.3,0,NE,0.8,Aotizhongxin
3301,2013,7,16,12,7,7,3,13,200,90,31.8,995.1,13.5,0,NW,2.2,Aotizhongxin
3313,2013,7,17,0,37,103,6,121,800,2,20.8,999.3,18.7,0,WSW,0,Aotizhongxin
3325,2013,7,17,12,69,115,15,90,800,108,31.9,999.6,19.9,0,SSW,1,Aotizhongxin
3337,2013,7,18,0,57,105,24,63,1400,75,26.4,999.3,21.4,0,SE,1.4,Aotizhongxin
3349,2013,7,18,12,192,155,18,53,1900,87,29.1,998.5,23.5,0,S,1.3,Aotizhongxin
3361,2013,7,19,0,103,100,14,49,700,64,23.8,997.8,21.1,0,W,1.1,Aotizhongxin
3373,2013,7,19,12,138,128,13,69,1100,106,29.9,996.5,22.1,0,W,0.9,Aotizhongxin
3385,2013,7,20,0,125,145,5,73,900,39,24.1,997.5,21,0,NE,1,Aotizhongxin
3397,2013,7,20,12,14,14,6,23,200,117,32.7,998.4,18.1,0,NNE,1.4,Aotizhongxin
3409,2013,7,21,0,94,104,10,44,1100,105,24.8,999.4,21.7,0,WSW,0.8,Aotizhongxin
3421,2013,7,21,12,106,126,9,80,1000,66,29.8,999.5,23,0,SSW,2.2,Aotizhongxin
3433,2013,7,22,0,55,121,7,108,700,18,23.4,999.5,21.8,0,W,0.5,Aotizhongxin
3445,2013,7,22,12,74,79,17.136,43.113,NA,119.5236,30.2,998.5,22.4,0,WSW,0.9,Aotizhongxin
3457,2013,7,23,0,61,83,19,57,1000,83,26,997.1,19.4,0,SW,1.9,Aotizhongxin
3469,2013,7,23,12,22,51,4,30,300,131,30,993.9,18.8,0,SW,2.5,Aotizhongxin
3481,2013,7,24,0,53,87,5,51,400,53,22.8,993.1,21.8,0,SSW,0,Aotizhongxin
3493,2013,7,24,12,14,28,13,25,300,102,37.1,994,14.4,0,N,2.1,Aotizhongxin
3505,2013,7,25,0,22,70,10,88,400,2,25,995.5,19.1,0,N,0.1,Aotizhongxin
3517,2013,7,25,12,19,64,5,37,NA,112.455,35.5,996.1,19.4,0,SSW,1,Aotizhongxin
3529,2013,7,26,0,42,98,26,84,1000,2,26.3,997.8,21.3,0,NE,0.5,Aotizhongxin
3541,2013,7,26,12,56,120,22,64,2400,20,23.3,999,22.3,0.2,NE,1.6,Aotizhongxin
3553,2013,7,27,0,86,106,8,66,1200,6,24.6,996.6,22.5,0,NE,0.4,Aotizhongxin
3565,2013,7,27,12,90,58,5,49,1300,19,26.1,994.7,24.1,0,ENE,0.7,Aotizhongxin
3577,2013,7,28,0,147,107,6,97,1800,2,23.4,994.3,23.1,0,NNE,0.2,Aotizhongxin
3589,2013,7,28,12,46,7,12,48,600,100,33.8,994.8,21.6,0,W,1.6,Aotizhongxin
3601,2013,7,29,0,36,92,4,87,600,3,26.5,994.7,22.3,0,NE,0.8,Aotizhongxin
3613,2013,7,29,12,90,138,4,106,1400,14,29.8,995.6,25.8,0,S,1.3,Aotizhongxin
3625,2013,7,30,0,97,131,6,60,1000,33,24.5,992.7,22.9,0,N,0.6,Aotizhongxin
3637,2013,7,30,12,166,147,12,67,1200,201,33.8,991.3,24.1,0,SSE,1.5,Aotizhongxin
3649,2013,7,31,0,67,127,7,31,500,132,21.2,994.8,20.9,2.3,SE,0.8,Aotizhongxin
3661,2013,7,31,12,45,56,8,71,600,111,31.8,993.2,22.5,0,SW,3,Aotizhongxin
3673,2013,8,1,0,32,10,3,39,400,72,21.7,996.4,21.4,0,NE,1.2,Aotizhongxin
3685,2013,8,1,12,47,56,3,77,700,16,23.1,999.4,21.9,0.3,SSW,0.6,Aotizhongxin
3697,2013,8,2,0,65,76,6,114,1200,2,22,999.6,21.8,0,NE,0.8,Aotizhongxin
3709,2013,8,2,12,86,84,13,36,1000,117,30.8,1000.8,22.1,0,WNW,1.1,Aotizhongxin
3721,2013,8,3,0,35,76,5,86,400,8,22.3,1001.2,20.4,0,SW,1.4,Aotizhongxin
3733,2013,8,3,12,26,39,2.856,45.5766,NA,127.2348,32.4,997.7,19.3,0,S,1.6,Aotizhongxin
3745,2013,8,4,0,78,113,5.1408,53.5833,NA,65.7594,26.4,996.8,23.1,0,WSW,2.3,Aotizhongxin
3757,2013,8,4,12,44,47,13,36,NA,167.2902,32.3,993.8,22.1,0,SW,1.7,Aotizhongxin
3769,2013,8,5,0,31,17,3,50,300,52,21.6,994.8,20.2,0,SW,0.8,Aotizhongxin
3781,2013,8,5,12,43,54,4.5696,51.9409,NA,170.9316,31,992.8,21.8,0,WSW,1.1,Aotizhongxin
3793,2013,8,6,0,45,63,3,62,NA,86.3226,25.6,993.2,23.5,0,ENE,0,Aotizhongxin
3805,2013,8,6,12,156,195,5,81,NA,95.9616,33.5,993.7,25.2,0,WSW,1.8,Aotizhongxin
3817,2013,8,7,0,205,162,3,35,NA,70.2576,26.4,997,21.8,0,NNE,2.4,Aotizhongxin
3829,2013,8,7,12,33,33,4,42,NA,72.3996,28.6,997.6,19.8,0,NE,3,Aotizhongxin
3841,2013,8,8,0,17,20,6,63,NA,16.9218,21.7,995.3,20.9,0,W,0.8,Aotizhongxin
3853,2013,8,8,12,27,55,14,74,NA,62.7606,33,994.7,21.5,0,SSW,1.9,Aotizhongxin
3865,2013,8,9,0,36,127,4,55,NA,77.7546,22.7,995.2,21,0,N,0.2,Aotizhongxin
3877,2013,8,9,12,33,71,21.1344,57.6893,NA,106.6716,35,995.6,19.8,0,WSW,1,Aotizhongxin
3889,2013,8,10,0,57,129,4,59,NA,78.3972,27,997.4,22.8,0,NE,1.3,Aotizhongxin
3901,2013,8,10,12,124,244,9,34,1100,177,34.6,998.8,24.2,0,W,1.4,Aotizhongxin
3913,2013,8,11,0,90,148,4,44,700,88,29.1,1001.1,25.7,0,W,1.2,Aotizhongxin
3925,2013,8,11,12,260,262,5,51,2300,52,31.8,999.7,27,0,ESE,1.1,Aotizhongxin
3937,2013,8,12,0,63,9,0.2856,65.2854,NA,5.5692,24,999.8,23.7,0,SW,1.5,Aotizhongxin
3949,2013,8,12,12,46,18,4,47,400,97,29.8,999.4,23.3,0,WSW,2.1,Aotizhongxin
3961,2013,8,13,0,94,95,4,64,800,43,25.7,1000,23.7,0,WSW,1,Aotizhongxin
3973,2013,8,13,12,75,78,12,47,800,137,31.7,998.5,24.6,0,SSE,0.8,Aotizhongxin
3985,2013,8,14,0,29,52,3,52,500,100,25.8,997.8,22.7,0,NE,1,Aotizhongxin
3997,2013,8,14,12,91,129,8,97,1000,132,33.4,997.7,24.3,0,SSE,0.6,Aotizhongxin
4009,2013,8,15,0,79,70,6,59,700,91,28.1,997.9,25.7,0,SSW,1,Aotizhongxin
4021,2013,8,15,12,113,133,9,83,1400,97,32.6,997.2,26.7,0,NE,1.5,Aotizhongxin
4033,2013,8,16,0,197,210,8,43,1300,40,29.1,993.5,25.1,0,SSW,3,Aotizhongxin
4045,2013,8,16,12,127,169,8,43,1000,65,32.5,991,27.3,0,SW,0.8,Aotizhongxin
4057,2013,8,17,0,182,195,13,82,1700,2,28.1,992.5,27.6,0,NE,1.3,Aotizhongxin
4069,2013,8,17,12,32,84,19,36,400,86,35.7,996.1,13.8,0,N,3.3,Aotizhongxin
4081,2013,8,18,0,15,20,5,53,300,31,26.3,999.8,14.1,0,NNE,0.7,Aotizhongxin
4093,2013,8,18,12,5,5,4,16,400,91,33.9,1003,13.9,0,N,2.9,Aotizhongxin
4105,2013,8,19,0,30,110,6,103,600,12,22.5,1004.5,19.7,0,NNE,0.9,Aotizhongxin
4117,2013,8,19,12,10,30,6,36,400,94,33.7,1004.9,13.7,0,ENE,1.6,Aotizhongxin
4129,2013,8,20,0,32,119,7,66,600,66,23.6,1004.4,19.9,0,NNE,0.6,Aotizhongxin
4141,2013,8,20,12,143,184,28,72,1800,148,29.4,1003.2,21.6,0,NE,0.6,Aotizhongxin
4153,2013,8,21,0,114,118,6,70,1200,24,24,1002.9,23.5,0,NNE,0.7,Aotizhongxin
4165,2013,8,21,12,123,50,7,59,1100,60,28.2,1002.8,21.7,0,WSW,2.6,Aotizhongxin
4177,2013,8,22,0,111,140,4,98,1100,4,21.9,1002.3,21.2,0,ENE,0.6,Aotizhongxin
4189,2013,8,22,12,74,233,7,102,1200,21,24.8,1004.1,22.5,0,NNE,0.6,Aotizhongxin
4201,2013,8,23,0,115,145,5,139,1100,1,22.8,1004,21.6,0,W,0.5,Aotizhongxin
4213,2013,8,23,12,62,75,17,71,700,53,33.9,1003.3,12.3,0,ENE,2.2,Aotizhongxin
4225,2013,8,24,0,44,137,7,142,1000,1,22.1,1004.4,18.9,0,N,0,Aotizhongxin
4237,2013,8,24,12,22,26,6,29,500,95,33.9,1003.8,13.9,0,E,1.2,Aotizhongxin
4249,2013,8,25,0,57,166,7,148,1000,1,20.9,1003.4,17.1,0,NNW,0.4,Aotizhongxin
4261,2013,8,25,12,32,61,8,45,600,167,34.1,1001.1,17.3,0,S,1.8,Aotizhongxin
4273,2013,8,26,0,46,100,13,69,700,61,22.8,998.8,20.3,0,NW,0.7,Aotizhongxin
4285,2013,8,26,12,18,37,7,31,300,114,34.1,999.8,13,0,SE,1.1,Aotizhongxin
4297,2013,8,27,0,60,86,14,54,800,32,24.8,1002.7,20.9,0,SE,2.3,Aotizhongxin
4309,2013,8,27,12,75,139,14,82,1900,12,25.5,1002.5,20.3,0,NW,1.1,Aotizhongxin
4321,2013,8,28,0,29,34,8,52,500,31,23.3,997.7,21.2,0.1,SSE,1,Aotizhongxin
4333,2013,8,28,12,106,79,4,62,2600,1,25.9,993.7,22.4,0,ENE,0.7,Aotizhongxin
4345,2013,8,29,0,89,102,3,NA,2300,1,22.4,993.5,22.1,0,ENE,0.2,Aotizhongxin
4357,2013,8,29,12,3,27,1,18,200,63,26.8,998.1,10.9,0,N,3,Aotizhongxin
4369,2013,8,30,0,11,35,2,36,200,20,20.6,1005.4,13.8,0,ESE,1.7,Aotizhongxin
4381,2013,8,30,12,3,6,1,15,200,56,26.5,1006.9,11,0,NE,2.4,Aotizhongxin
4393,2013,8,31,0,30,93,6,77,600,1,15.5,1006.3,13.2,0,W,0,Aotizhongxin
4405,2013,8,31,12,4,6,7,19,300,58,30.3,1006.3,9.2,0,ENE,2.5,Aotizhongxin
4417,2013,9,1,0,46,165,8,89,700,1,20.2,1007.8,15.6,0,NE,1.3,Aotizhongxin
4429,2013,9,1,12,30,56,14,26,600,95,28.2,1007.4,14.1,0,W,1.5,Aotizhongxin
4441,2013,9,2,0,49,54,6,63,700,61,19.6,1009,16.1,0,NE,0.6,Aotizhongxin
4453,2013,9,2,12,34,61,12,41,700,86,27.3,1010.1,16.6,0,ESE,1.5,Aotizhongxin
4465,2013,9,3,0,80,105,10,63,1100,45,19.4,1011,18.4,0,NW,0.5,Aotizhongxin
4477,2013,9,3,12,78,124,11,38,900,111,27.3,1010.4,18,0,NNE,1.3,Aotizhongxin
4489,2013,9,4,0,122,153,19,74,900,36,22.6,1010.8,19.4,0,SE,0.2,Aotizhongxin
4501,2013,9,4,12,34,44,3,49,800,48,19.3,1011,18.1,1.3,SW,1.5,Aotizhongxin
4513,2013,9,5,0,25,12,1,37,400,57,18.1,1009.8,17.8,0.6,NE,1.2,Aotizhongxin
4525,2013,9,5,12,12,13,5,18,300,72,26.5,1007.6,13.3,0,ESE,2.3,Aotizhongxin
4537,2013,9,6,0,44,46,12,47,1200,20,18.7,1011.2,15.9,0,SW,0.7,Aotizhongxin
4549,2013,9,6,12,64,44,15,53,1100,54,25.1,1010.5,16.3,0,WNW,1.4,Aotizhongxin
4561,2013,9,7,0,101,117,17,88,2500,14,18.7,1011.1,17.9,0,NE,0.7,Aotizhongxin
4573,2013,9,7,12,62,19,13,29,900,109,27.3,1011.3,15.3,0,ENE,1.8,Aotizhongxin
4585,2013,9,8,0,89,126,6,124,1500,1,19.4,1011.9,16.2,0,NE,1.2,Aotizhongxin
4597,2013,9,8,12,86,148,25,68,1700,38,24.1,1011.1,17.3,0,NNE,1.1,Aotizhongxin
4609,2013,9,9,0,21,32,6,41,500,65,18.2,1008.9,17.7,0,SE,0.5,Aotizhongxin
4621,2013,9,9,12,109,88,19,55,1000,73,25,1006.7,16.7,0,WSW,1.8,Aotizhongxin
4633,2013,9,10,0,93,99,14,53,600,54,20,1006.1,18,0,SW,0.1,Aotizhongxin
4645,2013,9,10,12,10,13,7,16,200,60,28.7,1007.1,9.4,0,ENE,1.7,Aotizhongxin
4657,2013,9,11,0,33,71,11,81,1100,1,16,1008.7,11.8,0,NNE,0.9,Aotizhongxin
4669,2013,9,11,12,97,159,30,98,1400,57,27.8,1008.6,15.5,0,SW,3.4,Aotizhongxin
4681,2013,9,12,0,94,128,18,66,900,65,19.1,1008.4,17.1,0,SW,0.9,Aotizhongxin
4693,2013,9,12,12,187,232,26,157,2200,24,24.6,1006.3,18.8,0,NW,0.4,Aotizhongxin
4705,2013,9,13,0,54,43,3,49,700,53,19.2,1003.3,17.2,0,SSW,2.5,Aotizhongxin
4717,2013,9,13,12,77,90,3,83,1000,1,20.2,999.9,18.3,0,NE,0.8,Aotizhongxin
4729,2013,9,14,0,95,100,5,63,1600,1,20.1,1000.7,19.9,0,W,0.5,Aotizhongxin
4741,2013,9,14,12,42,42,11,47,700,57,31.1,1002.8,12,0,N,2.1,Aotizhongxin
4753,2013,9,15,0,27,46,9,62,800,1,16.2,1006.6,12,0,ESE,0.7,Aotizhongxin
4765,2013,9,15,12,16,51,13,44,400,37,25.4,1008.4,7.5,0,NNE,1,Aotizhongxin
4777,2013,9,16,0,24,76,13,70,900,6,17.5,1007.2,15.3,0,NNW,0.1,Aotizhongxin
4789,2013,9,16,12,60,121,25,72,1000,10,25.2,1005.2,15.8,0,W,1.7,Aotizhongxin
4801,2013,9,17,0,67,133,19,99,1700,1,19.5,1006.5,17.6,0,NE,1.1,Aotizhongxin
4813,2013,9,17,12,85,100,13,71,1900,1,20.3,1009.7,19.6,0.8,NE,1,Aotizhongxin
4825,2013,9,18,0,93,98,19,74,2600,1,19.6,1013.2,19.4,0,NE,0.9,Aotizhongxin
4837,2013,9,18,12,123,136,26,74,3600,1,21.8,1014.3,20.8,0,SW,1.2,Aotizhongxin
4849,2013,9,19,0,81,90,14,58,1500,17,20.9,1010.2,19.2,0,ENE,0.6,Aotizhongxin
4861,2013,9,19,12,106,109,22,74,2299,6,25,1006.9,20,0,WSW,2,Aotizhongxin
4873,2013,9,20,0,131,140,11,79,1700,1,19.8,1009.2,19.6,0,NNE,1.2,Aotizhongxin
4885,2013,9,20,12,14,8,2,20,200,73,27.4,1009.6,9.7,0,NE,2.5,Aotizhongxin
4897,2013,9,21,0,47,109,7,79,600,1,19.5,1010.1,14.9,0,NE,1.7,Aotizhongxin
4909,2013,9,21,12,45,61,11,58,400,64,28,1009.5,14.3,0,SW,3.1,Aotizhongxin
4921,2013,9,22,0,32,64,6,63,400,26,19,1010.2,16.8,0,N,0.7,Aotizhongxin
4933,2013,9,22,12,72,96,13,73,NA,3,21.4,1009.5,17.8,0,N,1.4,Aotizhongxin
4945,2013,9,23,0,143,220,25,98,3300,1,20,1008.1,17.6,0,SE,0.2,Aotizhongxin
4957,2013,9,23,12,9,26,9,25,300,13,15.9,1014,7.6,0.1,NNE,2.6,Aotizhongxin
4969,2013,9,24,0,23,56,5,36,500,1,10,1016.9,7.8,0,ENE,0.7,Aotizhongxin
4981,2013,9,24,12,3,6,6,15,300,46,20.7,1016,1.5,0,N,2.2,Aotizhongxin
4993,2013,9,25,0,15,30,3,66,300,1,9.2,1017.1,3.4,0,SW,0.4,Aotizhongxin
5005,2013,9,25,12,9,13,6,42,400,38,23.4,1014.7,1.7,0,SW,2,Aotizhongxin
5017,2013,9,26,0,40,159,14,77,700,1,11.3,1013.1,7.6,0,NE,1.3,Aotizhongxin
5029,2013,9,26,12,45,56,28,70,1000,35,23.5,1011.6,5.8,0,SW,2.5,Aotizhongxin
5041,2013,9,27,0,117,235,31,120,2200,1,12.9,1008,9.9,0,ENE,1,Aotizhongxin
5053,2013,9,27,12,169,250,29,146,1900,19,23.1,1005,11.8,0,WSW,1.7,Aotizhongxin
5065,2013,9,28,0,234,240,39,83,1400,50,14.2,1004.8,12.2,0,SW,0.6,Aotizhongxin
5077,2013,9,28,12,283,292,24,106,1500,34,19.3,1005.2,12.6,0,NE,2,Aotizhongxin
5089,2013,9,29,0,297,300,16,116,1700,1,14.3,1008.4,12.8,0,ENE,0.7,Aotizhongxin
5101,2013,9,29,12,214,249,19,110,1500,4,18.5,1013,15,0,NNE,1.3,Aotizhongxin
5113,2013,9,30,0,187,199,22,113,1600,1,16.8,1014,15.7,0,S,0,Aotizhongxin
5125,2013,9,30,12,146,128,32,83,1400,21,21.1,1012.8,17.1,0,S,1.3,Aotizhongxin
5137,2013,10,1,0,219,241,23,115,2100,1,17.5,1011.1,16.9,0,NE,1.2,Aotizhongxin
5149,2013,10,1,12,5,12,6,50,NA,24.2046,20.2,1010.3,16.2,0.1,ENE,1.7,Aotizhongxin
5161,2013,10,2,0,38,49,6,66,500,1,12.3,1016.3,12.1,0,WNW,0.1,Aotizhongxin
5173,2013,10,2,12,7,15,8,17,300,61,22.8,1015.6,1.2,0,NE,1.1,Aotizhongxin
5185,2013,10,3,0,29,86,6,85,500,1,10.8,1012.8,8,0,NE,1.1,Aotizhongxin
5197,2013,10,3,12,94,138,83,66,2700,49,20.3,1012.9,10.1,0,S,1.3,Aotizhongxin
5209,2013,10,4,0,37,48,11,48,600,27,15.8,1010.3,12.5,0,ESE,0.9,Aotizhongxin
5221,2013,10,4,12,146,187,117,80,3400,51,21.5,1007.2,12.9,0,SSE,1.7,Aotizhongxin
5233,2013,10,5,0,349,396,20,152,2800,1,14.8,1010.5,14,0,NE,0.8,Aotizhongxin
5245,2013,10,5,12,281,308,53,106,2100,34,21.9,1014.2,14.3,0,ESE,1.2,Aotizhongxin
5257,2013,10,6,0,355,382,25,154,2400,1,14.8,1018,14.2,0,E,0,Aotizhongxin
5269,2013,10,6,12,174,116,49,74,2000,16,20.1,1016.9,15.5,0,ESE,2.2,Aotizhongxin
5281,2013,10,7,0,160,175,53,94,2300,3,14.7,1015.5,14.4,0,E,0.2,Aotizhongxin
5293,2013,10,7,12,24,40,40,28,200,44,25.4,1016.8,4.5,0,NNE,3.5,Aotizhongxin
5305,2013,10,8,0,63,92,42,65,300,39,17.1,1019,10.5,0,E,0.7,Aotizhongxin
5317,2013,10,8,12,62,89,65,58,1400,38,20.6,1013.6,8.6,0,SW,3.2,Aotizhongxin
5329,2013,10,9,0,98,117,32,93,800,11,12.6,1008,12,0,ENE,0.5,Aotizhongxin
5341,2013,10,9,12,112,163,46,85,1500,8,18.1,1005.1,13,0,NE,1.4,Aotizhongxin
5353,2013,10,10,0,191,243,47,94,1700,7,15,1002.4,13,0,NE,0.6,Aotizhongxin
5365,2013,10,10,12,17,91,43,12,100,42,20.2,1006.7,3,0,NNW,5.7,Aotizhongxin
5377,2013,10,11,0,10,20,42.5544,39,100,23,9.7,1009.6,5.3,0,SE,0.5,Aotizhongxin
5389,2013,10,11,12,28,49,14.28,40,400,44,21.6,1008.7,5.1,0,SW,3,Aotizhongxin
5401,2013,10,12,0,75,104,6.8544,90,1000,1,11.3,1011.8,8.2,0,NE,0.6,Aotizhongxin
5413,2013,10,12,12,53,53,3.1416,60,600,30,21.9,1012.5,6.9,0,NE,2.2,Aotizhongxin
5425,2013,10,13,0,72,117,21.7056,109,1400,1,15.6,1012.9,9.9,0,ENE,0.6,Aotizhongxin
5437,2013,10,13,12,30,40,5.4264,58,600,6,16.2,1013.3,9.8,0,N,0.6,Aotizhongxin
5449,2013,10,14,0,73,101,2.2848,69,900,1,13.1,1014.4,12.2,0,ENE,0,Aotizhongxin
5461,2013,10,14,12,10,15,1.9992,25,300,28,15.8,1021.9,-0.5,0,NNE,2.3,Aotizhongxin
5473,2013,10,15,0,20,29,4.284,64,400,1,6.1,1028.1,-1.3,0,NNE,1.1,Aotizhongxin
5485,2013,10,15,12,6,6,8,20,300,44,16.5,1024,-2.6,0,SSW,1.9,Aotizhongxin
5497,2013,10,16,0,48,73,7,81,800,1,4.8,1021.5,1.8,0,E,0.7,Aotizhongxin
5509,2013,10,16,12,46,72,16,83,900,7,19.6,1018.7,-0.4,0,SSW,1.4,Aotizhongxin
5521,2013,10,17,0,142,184,16,92,1300,1,6.7,1019.7,4,0,ENE,0.7,Aotizhongxin
5533,2013,10,17,12,168,238,29,136,1800,1,17.6,1020.3,4.5,0,SW,2.2,Aotizhongxin
5545,2013,10,18,0,211,273,23,127,1800,1,7.9,1020.1,7.1,0,ENE,1,Aotizhongxin
5557,2013,10,18,12,225,236,68,126,2200,1,15.7,1018.6,7.7,0,ENE,0.9,Aotizhongxin
5569,2013,10,19,0,274,300,41,136,2500,1,11.6,1019,9.8,0,SE,0.6,Aotizhongxin
5581,2013,10,19,12,10,23,10,16,300,45,18,1019.8,-1.8,0,N,5,Aotizhongxin
5593,2013,10,20,0,22,40,8,66,500,1,5.4,1020.5,4.4,0,N,0.2,Aotizhongxin
5605,2013,10,20,12,10,10,15,25,300,39,19.1,1018.5,-0.4,0,ENE,2,Aotizhongxin
5617,2013,10,21,0,58,105,8,86,NA,NA,6.4,1018.2,5.3,0,N,0,Aotizhongxin
5629,2013,10,21,12,107,151,26,95,NA,2.142,17.8,1016.4,4.4,0,SSW,2.2,Aotizhongxin
5641,2013,10,22,0,123,141,19.992,118,NA,NA,6.8,1018.3,6.2,0,NNE,0.6,Aotizhongxin
5653,2013,10,22,12,NA,162,45,122,NA,NA,16.4,1014.8,6.5,0,S,2,Aotizhongxin
5665,2013,10,23,0,65,56,9,73,700,7,6,1016,3.8,0,NE,1.3,Aotizhongxin
5677,2013,10,23,12,16,56,12,20,300,50,15.5,1014.8,-8.1,0,SW,2.7,Aotizhongxin
5689,2013,10,24,0,9,34,1,19,200,31,6.8,1021.5,-4.9,0,NNW,1,Aotizhongxin
5701,2013,10,24,12,11,22,4,15,400,75,15.9,1020.4,-2.1,0,WNW,4.1,Aotizhongxin
5713,2013,10,25,0,37,48,7,30,500,45,7.6,1023,0.8,0,NNE,1.2,Aotizhongxin
5725,2013,10,25,12,27,35,7,21,400,70,17.3,1021.1,-1.9,0,NE,2.7,Aotizhongxin
5737,2013,10,26,0,73,97,13,91,1000,1,4,1019.8,3,0,WNW,0.6,Aotizhongxin
5749,2013,10,26,12,46,72,29,59,800,29,16.9,1015.9,1.3,0,SSW,1.5,Aotizhongxin
5761,2013,10,27,0,121,171,21,114,1800,1,5.4,1013.6,2.9,0,E,0.4,Aotizhongxin
5773,2013,10,27,12,197,235,62,102,1700,8,15,1010.9,4.4,0,E,0.2,Aotizhongxin
5785,2013,10,28,0,367,406,26,146,3500,1,6.9,1012.5,5,0,E,0.5,Aotizhongxin
5797,2013,10,28,12,279,292,39,113,2100,2,15.7,1013.1,6.1,0,E,1.1,Aotizhongxin
5809,2013,10,29,0,341,343,44,136,5300,1,7.2,1019.8,6.5,0,NNE,1,Aotizhongxin
5821,2013,10,29,12,3,6,7,11,300,63,16.2,1021.8,-3.4,0,NE,3.2,Aotizhongxin
5833,2013,10,30,0,57,84,14,87,1200,1,4.5,1023,-0.1,0,N,0.4,Aotizhongxin
5845,2013,10,30,12,32,42,8,47,500,20,14.6,1021.1,0.8,0,SSE,1.2,Aotizhongxin
5857,2013,10,31,0,155,210,19,120,2200,1,5,1021.3,2.5,0,ENE,0.5,Aotizhongxin
5869,2013,10,31,12,119,144,16,92,1400,3,14.3,1020.8,4,0,ENE,0.8,Aotizhongxin
5881,2013,11,1,0,184,206,11,125,2600,NA,5.1,1022.1,4.4,0,E,0.6,Aotizhongxin
5893,2013,11,1,12,164,188,16,107,1700,NA,12,1019.7,5.6,0,SSW,1,Aotizhongxin
5905,2013,11,2,0,164,104,16,82,1300,NA,7,1017.9,6.6,0,WNW,0.7,Aotizhongxin
5917,2013,11,2,12,266,315,25,165,2700,NA,13.3,1015.6,7.1,0,SSW,1.4,Aotizhongxin
5929,2013,11,3,0,276,310,15,119,2700,NA,7.1,1016.3,6.4,0,W,0.8,Aotizhongxin
5941,2013,11,3,12,15,38,7,12,300,59.1192,17.9,1018.4,-0.4,0,NE,2.5,Aotizhongxin
5953,2013,11,4,0,16,21,4,59,400,NA,4.1,1023.3,1.3,0,SSE,0.6,Aotizhongxin
5965,2013,11,4,12,31,34,20,49,600,28.4886,16.9,1021.8,-0.8,0,SW,2.2,Aotizhongxin
5977,2013,11,5,0,111,182,24,89,1900,NA,7.5,1018.6,1.6,0,E,1,Aotizhongxin
5989,2013,11,5,12,174,216,56,97,1900,2.7846,12.9,1013.5,3,0,ENE,1.6,Aotizhongxin
6001,2013,11,6,0,230,251,27,111,2600,NA,5.1,1012.5,3.1,0,E,0.6,Aotizhongxin
